PO_ID,reason,Comments
PO1188,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (107) exceeds ordered quantity (84).; ASN shipped quantity (73) does not match GRN received quantity (107).; Expected invoice amount (16763.04) does not match invoice amount (6755.05).
PO1189,Missing GRN,No GRN record found for this PO.
PO1190,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (82) is less than ordered quantity (165).; ASN shipped quantity (66) does not match GRN received quantity (82).; Expected invoice amount (62889.75) does not match invoice amount (4793.72).; Earliest received date (2025-08-03) is after the PO delivery date (2025-07-28).
PO1191,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (178) exceeds ordered quantity (166).; ASN shipped quantity (281) does not match GRN received quantity (178).; Expected invoice amount (28394.30) does not match invoice amount (9994.91).
PO1192,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (340) exceeds ordered quantity (140).; ASN shipped quantity (387) does not match GRN received quantity (340).; Expected invoice amount (36216.60) does not match invoice amount (4836.72).; Earliest received date (2025-08-04) is after the PO delivery date (2025-06-11).
PO1193,Missing GRN,No GRN record found for this PO.
PO1194,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (232) exceeds ordered quantity (96).; ASN shipped quantity (206) does not match GRN received quantity (232).; Expected invoice amount (12949.44) does not match invoice amount (8258.27).; Earliest received date (2025-07-29) is after the PO delivery date (2025-06-05).
PO1195,Missing GRN,No GRN record found for this PO.
PO1196,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (326) exceeds ordered quantity (68).; ASN shipped quantity (332) does not match GRN received quantity (326).; Expected invoice amount (28449.16) does not match invoice amount (9967.44).; Earliest received date (2025-08-06) is after the PO delivery date (2025-08-02).
PO1197,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (250) exceeds ordered quantity (85).; ASN shipped quantity (154) does not match GRN received quantity (250).; Expected invoice amount (21497.35) does not match invoice amount (7981.12).; Earliest received date (2025-07-31) is after the PO delivery date (2025-07-28).
PO1198,Missing GRN,No GRN record found for this PO.
PO1199,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (169) exceeds ordered quantity (126).; ASN shipped quantity (171) does not match GRN received quantity (169).; Expected invoice amount (48397.86) does not match invoice amount (9372.95).; Earliest received date (2025-08-03) is after the PO delivery date (2025-07-21).
PO1200,Missing GRN,No GRN record found for this PO.
PO1201,Missing GRN,No GRN record found for this PO.
PO1202,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (144) exceeds ordered quantity (138).; ASN shipped quantity (264) does not match GRN received quantity (144).; Expected invoice amount (9546.84) does not match invoice amount (1295.03).; Earliest received date (2025-08-10) is after the PO delivery date (2025-07-09).
PO1203,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (122) is less than ordered quantity (124).; ASN shipped quantity (107) does not match GRN received quantity (122).; Expected invoice amount (16741.24) does not match invoice amount (8923.12).; Earliest received date (2025-08-05) is after the PO delivery date (2025-08-03).
PO1204,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (209) exceeds ordered quantity (50).; ASN shipped quantity (53) does not match GRN received quantity (209).; Expected invoice amount (6227.50) does not match invoice amount (9689.29).
PO1205,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (396) exceeds ordered quantity (160).; ASN shipped quantity (257) does not match GRN received quantity (396).; Expected invoice amount (28339.20) does not match invoice amount (3499.44).
PO1206,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (208) exceeds ordered quantity (50).; ASN shipped quantity (199) does not match GRN received quantity (208).; Expected invoice amount (22967.00) does not match invoice amount (6708.68).
PO1207,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (98) is less than ordered quantity (135).; ASN shipped quantity (158) does not match GRN received quantity (98).; Expected invoice amount (14964.75) does not match invoice amount (9536.73).; Earliest received date (2025-08-06) is after the PO delivery date (2025-07-06).
PO1208,Missing GRN,No GRN record found for this PO.
PO1209,Missing GRN,No GRN record found for this PO.
PO1210,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (298) exceeds ordered quantity (91).; ASN shipped quantity (212) does not match GRN received quantity (298).; Expected invoice amount (31769.92) does not match invoice amount (6301.19).
PO1211,"Under-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (78) is less than ordered quantity (157).; ASN shipped quantity (94) does not match GRN received quantity (78).; Expected invoice amount (69475.64) does not match invoice amount (8629.48).
PO1212,Missing GRN,No GRN record found for this PO.
PO1213,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (162) is less than ordered quantity (197).; ASN shipped quantity (64) does not match GRN received quantity (162).; Expected invoice amount (97924.76) does not match invoice amount (1354.53).; Earliest received date (2025-08-11) is after the PO delivery date (2025-07-14).
PO1214,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (192) exceeds ordered quantity (85).; ASN shipped quantity (310) does not match GRN received quantity (192).; Expected invoice amount (30719.85) does not match invoice amount (9228.11).; Earliest received date (2025-08-01) is after the PO delivery date (2025-07-06).
PO1215,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (262) exceeds ordered quantity (67).; ASN shipped quantity (208) does not match GRN received quantity (262).; Expected invoice amount (17665.22) does not match invoice amount (9864.79).; Earliest received date (2025-08-01) is after the PO delivery date (2025-07-18).
PO1216,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (73) is less than ordered quantity (171).; ASN shipped quantity (49) does not match GRN received quantity (73).; Expected invoice amount (59360.94) does not match invoice amount (7153.86).; Earliest received date (2025-08-06) is after the PO delivery date (2025-07-16).
PO1217,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (180) exceeds ordered quantity (60).; ASN shipped quantity (240) does not match GRN received quantity (180).; Expected invoice amount (24168.60) does not match invoice amount (8555.67).; Earliest received date (2025-08-01) is after the PO delivery date (2025-07-13).
PO1218,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (342) exceeds ordered quantity (188).; ASN shipped quantity (311) does not match GRN received quantity (342).; Expected invoice amount (83103.52) does not match invoice amount (1096.14).; Earliest received date (2025-08-03) is after the PO delivery date (2025-07-28).
PO1219,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (290) exceeds ordered quantity (78).; ASN shipped quantity (259) does not match GRN received quantity (290).; Expected invoice amount (17862.00) does not match invoice amount (1153.99).
PO1220,Missing GRN,No GRN record found for this PO.
PO1221,"Under-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (66) is less than ordered quantity (139).; ASN shipped quantity (123) does not match GRN received quantity (66).; Expected invoice amount (61230.89) does not match invoice amount (3658.21).
PO1222,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (198) exceeds ordered quantity (127).; ASN shipped quantity (297) does not match GRN received quantity (198).; Expected invoice amount (42486.58) does not match invoice amount (5881.73).
PO1223,Missing GRN,No GRN record found for this PO.
PO1224,Missing GRN,No GRN record found for this PO.
PO1225,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (379) exceeds ordered quantity (100).; ASN shipped quantity (364) does not match GRN received quantity (379).; Expected invoice amount (36636.00) does not match invoice amount (8247.26).
PO1226,"Under-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (40) is less than ordered quantity (122).; ASN shipped quantity (127) does not match GRN received quantity (40).; Expected invoice amount (54991.50) does not match invoice amount (4005.68).
PO1227,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (475) exceeds ordered quantity (110).; ASN shipped quantity (516) does not match GRN received quantity (475).; Expected invoice amount (20946.20) does not match invoice amount (7076.62).
PO1228,Missing GRN,No GRN record found for this PO.
PO1229,Missing GRN,No GRN record found for this PO.
PO1230,Missing GRN,No GRN record found for this PO.
PO1231,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (351) exceeds ordered quantity (116).; ASN shipped quantity (338) does not match GRN received quantity (351).; Expected invoice amount (40000.28) does not match invoice amount (9726.93).; Earliest received date (2025-07-30) is after the PO delivery date (2025-06-08).
PO1232,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (292) exceeds ordered quantity (69).; ASN shipped quantity (245) does not match GRN received quantity (292).; Expected invoice amount (31662.72) does not match invoice amount (3455.44).; Earliest received date (2025-08-04) is after the PO delivery date (2025-07-23).
PO1233,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (175) is less than ordered quantity (191).; ASN shipped quantity (43) does not match GRN received quantity (175).; Expected invoice amount (46516.14) does not match invoice amount (8585.80).; Earliest received date (2025-08-15) is after the PO delivery date (2025-08-12).
PO1234,Missing GRN,No GRN record found for this PO.
PO1235,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (49) is less than ordered quantity (52).; ASN shipped quantity (143) does not match GRN received quantity (49).; Expected invoice amount (7193.16) does not match invoice amount (1129.52).; Earliest received date (2025-07-31) is after the PO delivery date (2025-07-07).
PO1236,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (147) is less than ordered quantity (180).; ASN shipped quantity (78) does not match GRN received quantity (147).; Expected invoice amount (21312.00) does not match invoice amount (8539.73).; Earliest received date (2025-08-14) is after the PO delivery date (2025-08-02).
PO1237,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (558) exceeds ordered quantity (173).; ASN shipped quantity (516) does not match GRN received quantity (558).; Expected invoice amount (15813.93) does not match invoice amount (5889.65).; Earliest received date (2025-07-29) is after the PO delivery date (2025-06-12).
PO1238,Missing GRN,No GRN record found for this PO.
PO1239,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (205) exceeds ordered quantity (169).; ASN shipped quantity (84) does not match GRN received quantity (205).; Expected invoice amount (68727.23) does not match invoice amount (7038.14).; Earliest received date (2025-07-30) is after the PO delivery date (2025-07-27).
PO1240,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (140) exceeds ordered quantity (90).; ASN shipped quantity (107) does not match GRN received quantity (140).; Expected invoice amount (7836.30) does not match invoice amount (9252.62).; Earliest received date (2025-07-28) is after the PO delivery date (2025-07-03).
PO1241,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (389) exceeds ordered quantity (115).; ASN shipped quantity (307) does not match GRN received quantity (389).; Expected invoice amount (20486.10) does not match invoice amount (3870.25).; Earliest received date (2025-07-30) is after the PO delivery date (2025-07-13).
PO1242,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (296) exceeds ordered quantity (184).; ASN shipped quantity (273) does not match GRN received quantity (296).; Expected invoice amount (52706.80) does not match invoice amount (3475.20).; Earliest received date (2025-08-07) is after the PO delivery date (2025-07-28).
PO1243,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (305) exceeds ordered quantity (159).; ASN shipped quantity (332) does not match GRN received quantity (305).; Expected invoice amount (64484.04) does not match invoice amount (5770.11).
PO1244,Missing GRN,No GRN record found for this PO.
PO1245,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (385) exceeds ordered quantity (161).; ASN shipped quantity (482) does not match GRN received quantity (385).; Expected invoice amount (18695.32) does not match invoice amount (1205.84).; Earliest received date (2025-08-03) is after the PO delivery date (2025-06-26).
PO1246,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (203) exceeds ordered quantity (65).; ASN shipped quantity (59) does not match GRN received quantity (203).; Expected invoice amount (32485.70) does not match invoice amount (5408.81).; Earliest received date (2025-08-03) is after the PO delivery date (2025-07-05).
PO1247,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (212) exceeds ordered quantity (183).; ASN shipped quantity (354) does not match GRN received quantity (212).; Expected invoice amount (21050.49) does not match invoice amount (4783.87).
PO1248,Missing GRN,No GRN record found for this PO.
PO1249,Missing GRN,No GRN record found for this PO.
PO1250,Missing GRN,No GRN record found for this PO.
PO1251,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (135) exceeds ordered quantity (106).; ASN shipped quantity (112) does not match GRN received quantity (135).; Expected invoice amount (18345.42) does not match invoice amount (5720.70).; Earliest received date (2025-08-15) is after the PO delivery date (2025-07-09).
PO1252,Missing GRN,No GRN record found for this PO.
PO1253,"Under-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (86) is less than ordered quantity (102).; ASN shipped quantity (108) does not match GRN received quantity (86).; Expected invoice amount (24164.82) does not match invoice amount (5911.06).
PO1254,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (160) exceeds ordered quantity (66).; ASN shipped quantity (111) does not match GRN received quantity (160).; Expected invoice amount (26050.20) does not match invoice amount (2337.94).; Earliest received date (2025-08-08) is after the PO delivery date (2025-07-31).
PO1255,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (176) exceeds ordered quantity (58).; ASN shipped quantity (68) does not match GRN received quantity (176).; Expected invoice amount (8679.12) does not match invoice amount (2854.32).; Earliest received date (2025-08-08) is after the PO delivery date (2025-07-13).
PO1256,Missing GRN,No GRN record found for this PO.
PO1257,Missing GRN,No GRN record found for this PO.
PO1258,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (152) exceeds ordered quantity (74).; ASN shipped quantity (75) does not match GRN received quantity (152).; Expected invoice amount (28949.54) does not match invoice amount (6198.71).; Earliest received date (2025-07-30) is after the PO delivery date (2025-07-25).
PO1259,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (169) exceeds ordered quantity (124).; ASN shipped quantity (62) does not match GRN received quantity (169).; Expected invoice amount (31409.20) does not match invoice amount (6747.42).; Earliest received date (2025-07-29) is after the PO delivery date (2025-07-10).
PO1260,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (242) exceeds ordered quantity (196).; ASN shipped quantity (249) does not match GRN received quantity (242).; Expected invoice amount (24253.04) does not match invoice amount (7197.30).; Earliest received date (2025-07-30) is after the PO delivery date (2025-07-06).
PO1261,Missing GRN,No GRN record found for this PO.
PO1262,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (340) exceeds ordered quantity (126).; ASN shipped quantity (202) does not match GRN received quantity (340).; Expected invoice amount (55699.56) does not match invoice amount (4451.44).; Earliest received date (2025-08-03) is after the PO delivery date (2025-07-14).
PO1263,Missing GRN,No GRN record found for this PO.
PO1264,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (127) is less than ordered quantity (179).; ASN shipped quantity (146) does not match GRN received quantity (127).; Expected invoice amount (57910.08) does not match invoice amount (7263.85).; Earliest received date (2025-08-09) is after the PO delivery date (2025-08-02).
PO1265,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (303) exceeds ordered quantity (133).; ASN shipped quantity (311) does not match GRN received quantity (303).; Expected invoice amount (27757.10) does not match invoice amount (7896.76).; Earliest received date (2025-08-02) is after the PO delivery date (2025-07-10).
PO1266,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (169) exceeds ordered quantity (100).; ASN shipped quantity (215) does not match GRN received quantity (169).; Expected invoice amount (34486.00) does not match invoice amount (7659.64).; Earliest received date (2025-08-06) is after the PO delivery date (2025-07-06).
PO1267,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (92) is less than ordered quantity (169).; ASN shipped quantity (76) does not match GRN received quantity (92).; Expected invoice amount (38479.61) does not match invoice amount (4774.24).; Earliest received date (2025-08-09) is after the PO delivery date (2025-07-08).
PO1268,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (216) exceeds ordered quantity (61).; ASN shipped quantity (178) does not match GRN received quantity (216).; Expected invoice amount (17394.76) does not match invoice amount (8963.19).; Earliest received date (2025-08-01) is after the PO delivery date (2025-06-29).
PO1269,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (105) is less than ordered quantity (133).; ASN shipped quantity (173) does not match GRN received quantity (105).; Expected invoice amount (10383.31) does not match invoice amount (5954.18).; Earliest received date (2025-08-16) is after the PO delivery date (2025-06-19).
PO1270,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (150) exceeds ordered quantity (141).; ASN shipped quantity (171) does not match GRN received quantity (150).; Expected invoice amount (65160.33) does not match invoice amount (8409.19).; Earliest received date (2025-08-14) is after the PO delivery date (2025-06-16).
PO1271,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (727) exceeds ordered quantity (88).; ASN shipped quantity (689) does not match GRN received quantity (727).; Expected invoice amount (29757.20) does not match invoice amount (4376.34).
PO1272,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (266) exceeds ordered quantity (172).; ASN shipped quantity (170) does not match GRN received quantity (266).; Expected invoice amount (9410.12) does not match invoice amount (9587.07).; Earliest received date (2025-07-30) is after the PO delivery date (2025-07-04).
PO1273,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (682) exceeds ordered quantity (138).; ASN shipped quantity (374) does not match GRN received quantity (682).; Expected invoice amount (32010.48) does not match invoice amount (1842.77).; Earliest received date (2025-07-28) is after the PO delivery date (2025-06-22).
PO1274,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (225) exceeds ordered quantity (125).; ASN shipped quantity (205) does not match GRN received quantity (225).; Expected invoice amount (47157.50) does not match invoice amount (5189.42).; Earliest received date (2025-07-28) is after the PO delivery date (2025-07-19).
PO1275,Missing GRN,No GRN record found for this PO.
PO1276,Missing GRN,No GRN record found for this PO.
PO1277,Missing GRN,No GRN record found for this PO.
PO1278,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (93) is less than ordered quantity (158).; ASN shipped quantity (195) does not match GRN received quantity (93).; Expected invoice amount (67124.72) does not match invoice amount (1733.54).; Earliest received date (2025-08-12) is after the PO delivery date (2025-07-09).
PO1279,Missing GRN,No GRN record found for this PO.
PO1280,Missing GRN,No GRN record found for this PO.
PO1281,Missing GRN,No GRN record found for this PO.
PO1282,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (314) exceeds ordered quantity (51).; ASN shipped quantity (421) does not match GRN received quantity (314).; Expected invoice amount (7366.44) does not match invoice amount (4278.92).
PO1283,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (69) is less than ordered quantity (78).; ASN shipped quantity (64) does not match GRN received quantity (69).; Expected invoice amount (35298.12) does not match invoice amount (2791.97).; Earliest received date (2025-08-07) is after the PO delivery date (2025-07-18).
PO1284,Missing GRN,No GRN record found for this PO.
PO1285,Missing GRN,No GRN record found for this PO.
PO1286,Missing GRN,No GRN record found for this PO.
PO1287,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (368) exceeds ordered quantity (104).; ASN shipped quantity (311) does not match GRN received quantity (368).; Expected invoice amount (8589.36) does not match invoice amount (5386.20).; Earliest received date (2025-08-09) is after the PO delivery date (2025-07-10).
PO1288,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (119) exceeds ordered quantity (112).; ASN shipped quantity (241) does not match GRN received quantity (119).; Expected invoice amount (43680.00) does not match invoice amount (4314.87).
PO1289,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (260) exceeds ordered quantity (63).; ASN shipped quantity (243) does not match GRN received quantity (260).; Expected invoice amount (24418.17) does not match invoice amount (9073.69).
PO1290,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (382) exceeds ordered quantity (124).; ASN shipped quantity (287) does not match GRN received quantity (382).; Expected invoice amount (19413.44) does not match invoice amount (5445.57).; Earliest received date (2025-08-07) is after the PO delivery date (2025-05-26).
PO1291,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (160) is less than ordered quantity (191).; ASN shipped quantity (45) does not match GRN received quantity (160).; Expected invoice amount (76608.19) does not match invoice amount (6116.39).; Earliest received date (2025-08-13) is after the PO delivery date (2025-05-25).
PO1292,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (479) exceeds ordered quantity (128).; ASN shipped quantity (203) does not match GRN received quantity (479).; Expected invoice amount (34734.08) does not match invoice amount (5758.20).; Earliest received date (2025-07-30) is after the PO delivery date (2025-06-26).
PO1293,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (140) is less than ordered quantity (189).; ASN shipped quantity (83) does not match GRN received quantity (140).; Expected invoice amount (11387.25) does not match invoice amount (9508.17).; Earliest received date (2025-08-07) is after the PO delivery date (2025-06-16).
PO1294,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (211) exceeds ordered quantity (161).; ASN shipped quantity (182) does not match GRN received quantity (211).; Expected invoice amount (51328.41) does not match invoice amount (9403.49).; Earliest received date (2025-08-05) is after the PO delivery date (2025-06-22).
PO1295,Missing GRN,No GRN record found for this PO.
PO1296,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (153) exceeds ordered quantity (94).; ASN shipped quantity (149) does not match GRN received quantity (153).; Expected invoice amount (13431.66) does not match invoice amount (7804.25).; Earliest received date (2025-08-10) is after the PO delivery date (2025-07-25).
PO1297,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (90) exceeds ordered quantity (72).; ASN shipped quantity (61) does not match GRN received quantity (90).; Expected invoice amount (19534.32) does not match invoice amount (9709.83).; Earliest received date (2025-08-10) is after the PO delivery date (2025-07-21).
PO1298,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (301) exceeds ordered quantity (59).; ASN shipped quantity (261) does not match GRN received quantity (301).; Expected invoice amount (3217.27) does not match invoice amount (1944.73).; Earliest received date (2025-08-07) is after the PO delivery date (2025-07-06).
PO1299,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (83) is less than ordered quantity (193).; ASN shipped quantity (172) does not match GRN received quantity (83).; Expected invoice amount (65592.98) does not match invoice amount (5280.78).; Earliest received date (2025-08-11) is after the PO delivery date (2025-08-01).
PO1300,Missing GRN,No GRN record found for this PO.
PO1301,Missing GRN,No GRN record found for this PO.
PO1302,Missing GRN,No GRN record found for this PO.
PO1303,Missing GRN,No GRN record found for this PO.
PO1304,"Under-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (47) is less than ordered quantity (174).; ASN shipped quantity (160) does not match GRN received quantity (47).; Expected invoice amount (55840.08) does not match invoice amount (6661.30).
PO1305,Missing GRN,No GRN record found for this PO.
PO1306,Missing GRN,No GRN record found for this PO.
PO1307,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (86) exceeds ordered quantity (76).; ASN shipped quantity (146) does not match GRN received quantity (86).; Expected invoice amount (21153.84) does not match invoice amount (2902.56).; Earliest received date (2025-07-29) is after the PO delivery date (2025-07-21).
PO1308,Missing GRN,No GRN record found for this PO.
PO1309,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (227) exceeds ordered quantity (173).; ASN shipped quantity (371) does not match GRN received quantity (227).; Expected invoice amount (42251.79) does not match invoice amount (4509.20).
PO1310,Missing GRN,No GRN record found for this PO.
PO1311,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (292) exceeds ordered quantity (112).; ASN shipped quantity (329) does not match GRN received quantity (292).; Expected invoice amount (43638.56) does not match invoice amount (5546.12).; Earliest received date (2025-08-08) is after the PO delivery date (2025-06-28).
PO1312,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (313) exceeds ordered quantity (158).; ASN shipped quantity (369) does not match GRN received quantity (313).; Expected invoice amount (62944.04) does not match invoice amount (4488.62).
PO1313,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (43) is less than ordered quantity (120).; ASN shipped quantity (74) does not match GRN received quantity (43).; Expected invoice amount (37044.00) does not match invoice amount (5573.22).; Earliest received date (2025-08-06) is after the PO delivery date (2025-07-12).
PO1314,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (406) exceeds ordered quantity (149).; ASN shipped quantity (446) does not match GRN received quantity (406).; Expected invoice amount (9476.40) does not match invoice amount (6819.37).
PO1315,Missing GRN,No GRN record found for this PO.
PO1316,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (71) is less than ordered quantity (110).; ASN shipped quantity (141) does not match GRN received quantity (71).; Expected invoice amount (25230.70) does not match invoice amount (5315.03).; Earliest received date (2025-07-31) is after the PO delivery date (2025-07-16).
PO1317,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (62) is less than ordered quantity (183).; ASN shipped quantity (273) does not match GRN received quantity (62).; Expected invoice amount (59621.40) does not match invoice amount (2619.37).; Earliest received date (2025-08-07) is after the PO delivery date (2025-07-20).
PO1318,Missing GRN,No GRN record found for this PO.
PO1319,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (402) exceeds ordered quantity (132).; ASN shipped quantity (553) does not match GRN received quantity (402).; Expected invoice amount (63924.96) does not match invoice amount (7544.10).; Earliest received date (2025-07-28) is after the PO delivery date (2025-07-27).
PO1320,Missing GRN,No GRN record found for this PO.
PO1321,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (257) exceeds ordered quantity (155).; ASN shipped quantity (173) does not match GRN received quantity (257).; Expected invoice amount (64438.15) does not match invoice amount (3631.69).; Earliest received date (2025-07-30) is after the PO delivery date (2025-07-10).
PO1322,Missing GRN,No GRN record found for this PO.
PO1323,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (240) exceeds ordered quantity (139).; ASN shipped quantity (315) does not match GRN received quantity (240).; Expected invoice amount (49356.12) does not match invoice amount (7653.49).; Earliest received date (2025-08-02) is after the PO delivery date (2025-07-31).
PO1324,Missing GRN,No GRN record found for this PO.
PO1325,Missing GRN,No GRN record found for this PO.
PO1326,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (455) exceeds ordered quantity (64).; ASN shipped quantity (444) does not match GRN received quantity (455).; Expected invoice amount (16116.48) does not match invoice amount (1762.39).
PO1327,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (56) is less than ordered quantity (83).; ASN shipped quantity (120) does not match GRN received quantity (56).; Expected invoice amount (39126.20) does not match invoice amount (2152.77).; Earliest received date (2025-08-07) is after the PO delivery date (2025-06-23).
PO1328,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (157) is less than ordered quantity (179).; ASN shipped quantity (123) does not match GRN received quantity (157).; Expected invoice amount (52935.67) does not match invoice amount (1650.51).; Earliest received date (2025-07-30) is after the PO delivery date (2025-07-02).
