PO_ID,reason,comments
PO1184,Missing GRN,No GRN record found for this PO.
PO1185,Missing GRN,No GRN record found for this PO.
PO1186,Missing GRN,No GRN record found for this PO.
PO1187,ASN/GRN mismatch,ASN shipped quantity (305) does not match GRN received quantity (475).
PO1187,Late delivery,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-09).
PO1187,Over-delivery,Total received quantity (475) exceeds ordered quantity (98).
PO1187,Total price discrepancy,Expected invoice amount (19356.96) does not match invoice amount (3988.49).
PO1188,ASN/GRN mismatch,ASN shipped quantity (73) does not match GRN received quantity (107).
PO1188,Over-delivery,Total received quantity (107) exceeds ordered quantity (84).
PO1188,Total price discrepancy,Expected invoice amount (16763.04) does not match invoice amount (6755.05).
PO1189,Missing GRN,No GRN record found for this PO.
PO1190,ASN/GRN mismatch,ASN shipped quantity (66) does not match GRN received quantity (82).
PO1190,Late delivery,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-28).
PO1190,Total price discrepancy,Expected invoice amount (62889.75) does not match invoice amount (4793.72).
PO1190,Under-delivery,Total received quantity (82) is less than ordered quantity (165).
PO1191,ASN/GRN mismatch,ASN shipped quantity (281) does not match GRN received quantity (178).
PO1191,Over-delivery,Total received quantity (178) exceeds ordered quantity (166).
PO1191,Total price discrepancy,Expected invoice amount (28394.30) does not match invoice amount (9994.91).
PO1192,ASN/GRN mismatch,ASN shipped quantity (387) does not match GRN received quantity (340).
PO1192,Late delivery,Earliest received date (2025-08-04) is after the PO delivery date (2025-06-11).
PO1192,Over-delivery,Total received quantity (340) exceeds ordered quantity (140).
PO1192,Total price discrepancy,Expected invoice amount (36216.60) does not match invoice amount (4836.72).
PO1193,Missing GRN,No GRN record found for this PO.
PO1194,ASN/GRN mismatch,ASN shipped quantity (206) does not match GRN received quantity (232).
PO1194,Late delivery,Earliest received date (2025-07-29) is after the PO delivery date (2025-06-05).
PO1194,Over-delivery,Total received quantity (232) exceeds ordered quantity (96).
PO1194,Total price discrepancy,Expected invoice amount (12949.44) does not match invoice amount (8258.27).
PO1195,Missing GRN,No GRN record found for this PO.
PO1196,ASN/GRN mismatch,ASN shipped quantity (332) does not match GRN received quantity (326).
PO1196,Late delivery,Earliest received date (2025-08-06) is after the PO delivery date (2025-08-02).
PO1196,Over-delivery,Total received quantity (326) exceeds ordered quantity (68).
PO1196,Total price discrepancy,Expected invoice amount (28449.16) does not match invoice amount (9967.44).
PO1197,ASN/GRN mismatch,ASN shipped quantity (154) does not match GRN received quantity (250).
PO1197,Late delivery,Earliest received date (2025-07-31) is after the PO delivery date (2025-07-28).
PO1197,Over-delivery,Total received quantity (250) exceeds ordered quantity (85).
PO1197,Total price discrepancy,Expected invoice amount (21497.35) does not match invoice amount (7981.12).
PO1198,Missing GRN,No GRN record found for this PO.
PO1199,ASN/GRN mismatch,ASN shipped quantity (171) does not match GRN received quantity (169).
PO1199,Late delivery,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-21).
PO1199,Over-delivery,Total received quantity (169) exceeds ordered quantity (126).
PO1199,Total price discrepancy,Expected invoice amount (48397.86) does not match invoice amount (9372.95).
PO1200,Missing GRN,No GRN record found for this PO.
PO1201,Missing GRN,No GRN record found for this PO.
PO1202,ASN/GRN mismatch,ASN shipped quantity (264) does not match GRN received quantity (144).
PO1202,Late delivery,Earliest received date (2025-08-10) is after the PO delivery date (2025-07-09).
PO1202,Over-delivery,Total received quantity (144) exceeds ordered quantity (138).
PO1202,Total price discrepancy,Expected invoice amount (9546.84) does not match invoice amount (1295.03).
PO1203,ASN/GRN mismatch,ASN shipped quantity (107) does not match GRN received quantity (122).
PO1203,Late delivery,Earliest received date (2025-08-05) is after the PO delivery date (2025-08-03).
PO1203,Total price discrepancy,Expected invoice amount (16741.24) does not match invoice amount (8923.12).
PO1203,Under-delivery,Total received quantity (122) is less than ordered quantity (124).
PO1204,ASN/GRN mismatch,ASN shipped quantity (53) does not match GRN received quantity (209).
PO1204,Over-delivery,Total received quantity (209) exceeds ordered quantity (50).
PO1204,Total price discrepancy,Expected invoice amount (6227.50) does not match invoice amount (9689.29).
PO1205,ASN/GRN mismatch,ASN shipped quantity (257) does not match GRN received quantity (396).
PO1205,Over-delivery,Total received quantity (396) exceeds ordered quantity (160).
PO1205,Total price discrepancy,Expected invoice amount (28339.20) does not match invoice amount (3499.44).
PO1206,ASN/GRN mismatch,ASN shipped quantity (199) does not match GRN received quantity (208).
PO1206,Over-delivery,Total received quantity (208) exceeds ordered quantity (50).
PO1206,Total price discrepancy,Expected invoice amount (22967.00) does not match invoice amount (6708.68).
PO1207,ASN/GRN mismatch,ASN shipped quantity (158) does not match GRN received quantity (98).
PO1207,Late delivery,Earliest received date (2025-08-06) is after the PO delivery date (2025-07-06).
PO1207,Total price discrepancy,Expected invoice amount (14964.75) does not match invoice amount (9536.73).
PO1207,Under-delivery,Total received quantity (98) is less than ordered quantity (135).
PO1208,Missing GRN,No GRN record found for this PO.
PO1209,Missing GRN,No GRN record found for this PO.
PO1210,ASN/GRN mismatch,ASN shipped quantity (212) does not match GRN received quantity (298).
PO1210,Over-delivery,Total received quantity (298) exceeds ordered quantity (91).
PO1210,Total price discrepancy,Expected invoice amount (31769.92) does not match invoice amount (6301.19).
PO1211,ASN/GRN mismatch,ASN shipped quantity (94) does not match GRN received quantity (78).
PO1211,Total price discrepancy,Expected invoice amount (69475.64) does not match invoice amount (8629.48).
PO1211,Under-delivery,Total received quantity (78) is less than ordered quantity (157).
PO1212,Missing GRN,No GRN record found for this PO.
PO1213,ASN/GRN mismatch,ASN shipped quantity (64) does not match GRN received quantity (162).
PO1213,Late delivery,Earliest received date (2025-08-11) is after the PO delivery date (2025-07-14).
PO1213,Total price discrepancy,Expected invoice amount (97924.76) does not match invoice amount (1354.53).
PO1213,Under-delivery,Total received quantity (162) is less than ordered quantity (197).
PO1214,ASN/GRN mismatch,ASN shipped quantity (310) does not match GRN received quantity (192).
PO1214,Late delivery,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-06).
PO1214,Over-delivery,Total received quantity (192) exceeds ordered quantity (85).
PO1214,Total price discrepancy,Expected invoice amount (30719.85) does not match invoice amount (9228.11).
PO1215,ASN/GRN mismatch,ASN shipped quantity (208) does not match GRN received quantity (262).
PO1215,Late delivery,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-18).
PO1215,Over-delivery,Total received quantity (262) exceeds ordered quantity (67).
PO1215,Total price discrepancy,Expected invoice amount (17665.22) does not match invoice amount (9864.79).
PO1216,ASN/GRN mismatch,ASN shipped quantity (49) does not match GRN received quantity (73).
PO1216,Late delivery,Earliest received date (2025-08-06) is after the PO delivery date (2025-07-16).
PO1216,Total price discrepancy,Expected invoice amount (59360.94) does not match invoice amount (7153.86).
PO1216,Under-delivery,Total received quantity (73) is less than ordered quantity (171).
PO1217,ASN/GRN mismatch,ASN shipped quantity (240) does not match GRN received quantity (180).
PO1217,Late delivery,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-13).
PO1217,Over-delivery,Total received quantity (180) exceeds ordered quantity (60).
PO1217,Total price discrepancy,Expected invoice amount (24168.60) does not match invoice amount (8555.67).
PO1218,ASN/GRN mismatch,ASN shipped quantity (311) does not match GRN received quantity (342).
PO1218,Late delivery,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-28).
PO1218,Over-delivery,Total received quantity (342) exceeds ordered quantity (188).
PO1218,Total price discrepancy,Expected invoice amount (83103.52) does not match invoice amount (1096.14).
PO1219,ASN/GRN mismatch,ASN shipped quantity (259) does not match GRN received quantity (290).
PO1219,Over-delivery,Total received quantity (290) exceeds ordered quantity (78).
PO1219,Total price discrepancy,Expected invoice amount (17862.00) does not match invoice amount (1153.99).
PO1220,Missing GRN,No GRN record found for this PO.
PO1221,ASN/GRN mismatch,ASN shipped quantity (123) does not match GRN received quantity (66).
PO1221,Total price discrepancy,Expected invoice amount (61230.89) does not match invoice amount (3658.21).
PO1221,Under-delivery,Total received quantity (66) is less than ordered quantity (139).
PO1222,ASN/GRN mismatch,ASN shipped quantity (297) does not match GRN received quantity (198).
PO1222,Over-delivery,Total received quantity (198) exceeds ordered quantity (127).
PO1222,Total price discrepancy,Expected invoice amount (42486.58) does not match invoice amount (5881.73).
PO1223,Missing GRN,No GRN record found for this PO.
PO1224,Missing GRN,No GRN record found for this PO.
PO1225,ASN/GRN mismatch,ASN shipped quantity (364) does not match GRN received quantity (379).
PO1225,Over-delivery,Total received quantity (379) exceeds ordered quantity (100).
PO1225,Total price discrepancy,Expected invoice amount (36636.00) does not match invoice amount (8247.26).
PO1226,ASN/GRN mismatch,ASN shipped quantity (127) does not match GRN received quantity (40).
PO1226,Total price discrepancy,Expected invoice amount (54991.50) does not match invoice amount (4005.68).
PO1226,Under-delivery,Total received quantity (40) is less than ordered quantity (122).
PO1227,ASN/GRN mismatch,ASN shipped quantity (516) does not match GRN received quantity (475).
PO1227,Over-delivery,Total received quantity (475) exceeds ordered quantity (110).
PO1227,Total price discrepancy,Expected invoice amount (20946.20) does not match invoice amount (7076.62).
PO1228,Missing GRN,No GRN record found for this PO.
PO1229,Missing GRN,No GRN record found for this PO.
PO1230,Missing GRN,No GRN record found for this PO.
PO1231,ASN/GRN mismatch,ASN shipped quantity (338) does not match GRN received quantity (351).
PO1231,Late delivery,Earliest received date (2025-07-30) is after the PO delivery date (2025-06-08).
PO1231,Over-delivery,Total received quantity (351) exceeds ordered quantity (116).
PO1231,Total price discrepancy,Expected invoice amount (40000.28) does not match invoice amount (9726.93).
PO1232,ASN/GRN mismatch,ASN shipped quantity (245) does not match GRN received quantity (292).
PO1232,Late delivery,Earliest received date (2025-08-04) is after the PO delivery date (2025-07-23).
PO1232,Over-delivery,Total received quantity (292) exceeds ordered quantity (69).
PO1232,Total price discrepancy,Expected invoice amount (31662.72) does not match invoice amount (3455.44).
PO1233,ASN/GRN mismatch,ASN shipped quantity (43) does not match GRN received quantity (175).
PO1233,Late delivery,Earliest received date (2025-08-15) is after the PO delivery date (2025-08-12).
PO1233,Total price discrepancy,Expected invoice amount (46516.14) does not match invoice amount (8585.80).
PO1233,Under-delivery,Total received quantity (175) is less than ordered quantity (191).
PO1234,Missing GRN,No GRN record found for this PO.
PO1235,ASN/GRN mismatch,ASN shipped quantity (143) does not match GRN received quantity (49).
PO1235,Late delivery,Earliest received date (2025-07-31) is after the PO delivery date (2025-07-07).
PO1235,Total price discrepancy,Expected invoice amount (7193.16) does not match invoice amount (1129.52).
PO1235,Under-delivery,Total received quantity (49) is less than ordered quantity (52).
PO1236,ASN/GRN mismatch,ASN shipped quantity (78) does not match GRN received quantity (147).
PO1236,Late delivery,Earliest received date (2025-08-14) is after the PO delivery date (2025-08-02).
PO1236,Total price discrepancy,Expected invoice amount (21312.00) does not match invoice amount (8539.73).
PO1236,Under-delivery,Total received quantity (147) is less than ordered quantity (180).
PO1237,ASN/GRN mismatch,ASN shipped quantity (516) does not match GRN received quantity (558).
PO1237,Late delivery,Earliest received date (2025-07-29) is after the PO delivery date (2025-06-12).
PO1237,Over-delivery,Total received quantity (558) exceeds ordered quantity (173).
PO1237,Total price discrepancy,Expected invoice amount (15813.93) does not match invoice amount (5889.65).
PO1238,Missing GRN,No GRN record found for this PO.
PO1239,ASN/GRN mismatch,ASN shipped quantity (84) does not match GRN received quantity (205).
PO1239,Late delivery,Earliest received date (2025-07-30) is after the PO delivery date (2025-07-27).
PO1239,Over-delivery,Total received quantity (205) exceeds ordered quantity (169).
PO1239,Total price discrepancy,Expected invoice amount (68727.23) does not match invoice amount (7038.14).
PO1240,ASN/GRN mismatch,ASN shipped quantity (107) does not match GRN received quantity (140).
PO1240,Late delivery,Earliest received date (2025-07-28) is after the PO delivery date (2025-07-03).
PO1240,Over-delivery,Total received quantity (140) exceeds ordered quantity (90).
PO1240,Total price discrepancy,Expected invoice amount (7836.30) does not match invoice amount (9252.62).
PO1241,ASN/GRN mismatch,ASN shipped quantity (307) does not match GRN received quantity (389).
PO1241,Late delivery,Earliest received date (2025-07-30) is after the PO delivery date (2025-07-13).
PO1241,Over-delivery,Total received quantity (389) exceeds ordered quantity (115).
PO1241,Total price discrepancy,Expected invoice amount (20486.10) does not match invoice amount (3870.25).
PO1242,ASN/GRN mismatch,ASN shipped quantity (273) does not match GRN received quantity (296).
PO1242,Late delivery,Earliest received date (2025-08-07) is after the PO delivery date (2025-07-28).
PO1242,Over-delivery,Total received quantity (296) exceeds ordered quantity (184).
PO1242,Total price discrepancy,Expected invoice amount (52706.80) does not match invoice amount (3475.20).
PO1243,ASN/GRN mismatch,ASN shipped quantity (332) does not match GRN received quantity (305).
PO1243,Over-delivery,Total received quantity (305) exceeds ordered quantity (159).
PO1243,Total price discrepancy,Expected invoice amount (64484.04) does not match invoice amount (5770.11).
PO1244,Missing GRN,No GRN record found for this PO.
PO1245,ASN/GRN mismatch,ASN shipped quantity (482) does not match GRN received quantity (385).
PO1245,Late delivery,Earliest received date (2025-08-03) is after the PO delivery date (2025-06-26).
PO1245,Over-delivery,Total received quantity (385) exceeds ordered quantity (161).
PO1245,Total price discrepancy,Expected invoice amount (18695.32) does not match invoice amount (1205.84).
PO1246,ASN/GRN mismatch,ASN shipped quantity (59) does not match GRN received quantity (203).
PO1246,Late delivery,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-05).
PO1246,Over-delivery,Total received quantity (203) exceeds ordered quantity (65).
PO1246,Total price discrepancy,Expected invoice amount (32485.70) does not match invoice amount (5408.81).
PO1247,ASN/GRN mismatch,ASN shipped quantity (354) does not match GRN received quantity (212).
PO1247,Over-delivery,Total received quantity (212) exceeds ordered quantity (183).
PO1247,Total price discrepancy,Expected invoice amount (21050.49) does not match invoice amount (4783.87).
PO1248,Missing GRN,No GRN record found for this PO.
PO1249,Missing GRN,No GRN record found for this PO.
PO1250,Missing GRN,No GRN record found for this PO.
PO1251,ASN/GRN mismatch,ASN shipped quantity (112) does not match GRN received quantity (135).
PO1251,Late delivery,Earliest received date (2025-08-15) is after the PO delivery date (2025-07-09).
PO1251,Over-delivery,Total received quantity (135) exceeds ordered quantity (106).
PO1251,Total price discrepancy,Expected invoice amount (18345.42) does not match invoice amount (5720.70).
PO1252,Missing GRN,No GRN record found for this PO.
PO1253,ASN/GRN mismatch,ASN shipped quantity (108) does not match GRN received quantity (86).
PO1253,Total price discrepancy,Expected invoice amount (24164.82) does not match invoice amount (5911.06).
PO1253,Under-delivery,Total received quantity (86) is less than ordered quantity (102).
PO1254,ASN/GRN mismatch,ASN shipped quantity (111) does not match GRN received quantity (160).
PO1254,Late delivery,Earliest received date (2025-08-08) is after the PO delivery date (2025-07-31).
PO1254,Over-delivery,Total received quantity (160) exceeds ordered quantity (66).
PO1254,Total price discrepancy,Expected invoice amount (26050.20) does not match invoice amount (2337.94).
PO1255,ASN/GRN mismatch,ASN shipped quantity (68) does not match GRN received quantity (176).
PO1255,Late delivery,Earliest received date (2025-08-08) is after the PO delivery date (2025-07-13).
PO1255,Over-delivery,Total received quantity (176) exceeds ordered quantity (58).
PO1255,Total price discrepancy,Expected invoice amount (8679.12) does not match invoice amount (2854.32).
PO1256,Missing GRN,No GRN record found for this PO.
PO1257,Missing GRN,No GRN record found for this PO.
PO1258,ASN/GRN mismatch,ASN shipped quantity (75) does not match GRN received quantity (152).
PO1258,Late delivery,Earliest received date (2025-07-30) is after the PO delivery date (2025-07-25).
PO1258,Over-delivery,Total received quantity (152) exceeds ordered quantity (74).
PO1258,Total price discrepancy,Expected invoice amount (28949.54) does not match invoice amount (6198.71).
PO1259,ASN/GRN mismatch,ASN shipped quantity (62) does not match GRN received quantity (169).
PO1259,Late delivery,Earliest received date (2025-07-29) is after the PO delivery date (2025-07-10).
PO1259,Over-delivery,Total received quantity (169) exceeds ordered quantity (124).
PO1259,Total price discrepancy,Expected invoice amount (31409.20) does not match invoice amount (6747.42).
PO1260,ASN/GRN mismatch,ASN shipped quantity (249) does not match GRN received quantity (242).
PO1260,Late delivery,Earliest received date (2025-07-30) is after the PO delivery date (2025-07-06).
PO1260,Over-delivery,Total received quantity (242) exceeds ordered quantity (196).
PO1260,Total price discrepancy,Expected invoice amount (24253.04) does not match invoice amount (7197.30).
PO1261,Missing GRN,No GRN record found for this PO.
PO1262,ASN/GRN mismatch,ASN shipped quantity (202) does not match GRN received quantity (340).
PO1262,Late delivery,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-14).
PO1262,Over-delivery,Total received quantity (340) exceeds ordered quantity (126).
PO1262,Total price discrepancy,Expected invoice amount (55699.56) does not match invoice amount (4451.44).
PO1263,Missing GRN,No GRN record found for this PO.
PO1264,ASN/GRN mismatch,ASN shipped quantity (146) does not match GRN received quantity (127).
PO1264,Late delivery,Earliest received date (2025-08-09) is after the PO delivery date (2025-08-02).
PO1264,Total price discrepancy,Expected invoice amount (57910.08) does not match invoice amount (7263.85).
PO1264,Under-delivery,Total received quantity (127) is less than ordered quantity (179).
PO1265,ASN/GRN mismatch,ASN shipped quantity (311) does not match GRN received quantity (303).
PO1265,Late delivery,Earliest received date (2025-08-02) is after the PO delivery date (2025-07-10).
PO1265,Over-delivery,Total received quantity (303) exceeds ordered quantity (133).
PO1265,Total price discrepancy,Expected invoice amount (27757.10) does not match invoice amount (7896.76).
PO1266,ASN/GRN mismatch,ASN shipped quantity (215) does not match GRN received quantity (169).
PO1266,Late delivery,Earliest received date (2025-08-06) is after the PO delivery date (2025-07-06).
PO1266,Over-delivery,Total received quantity (169) exceeds ordered quantity (100).
PO1266,Total price discrepancy,Expected invoice amount (34486.00) does not match invoice amount (7659.64).
PO1267,ASN/GRN mismatch,ASN shipped quantity (76) does not match GRN received quantity (92).
PO1267,Late delivery,Earliest received date (2025-08-09) is after the PO delivery date (2025-07-08).
PO1267,Total price discrepancy,Expected invoice amount (38479.61) does not match invoice amount (4774.24).
PO1267,Under-delivery,Total received quantity (92) is less than ordered quantity (169).
PO1268,ASN/GRN mismatch,ASN shipped quantity (178) does not match GRN received quantity (216).
PO1268,Late delivery,Earliest received date (2025-08-01) is after the PO delivery date (2025-06-29).
PO1268,Over-delivery,Total received quantity (216) exceeds ordered quantity (61).
PO1268,Total price discrepancy,Expected invoice amount (17394.76) does not match invoice amount (8963.19).
PO1269,ASN/GRN mismatch,ASN shipped quantity (173) does not match GRN received quantity (105).
PO1269,Late delivery,Earliest received date (2025-08-16) is after the PO delivery date (2025-06-19).
PO1269,Total price discrepancy,Expected invoice amount (10383.31) does not match invoice amount (5954.18).
PO1269,Under-delivery,Total received quantity (105) is less than ordered quantity (133).
PO1270,ASN/GRN mismatch,ASN shipped quantity (171) does not match GRN received quantity (150).
PO1270,Late delivery,Earliest received date (2025-08-14) is after the PO delivery date (2025-06-16).
PO1270,Over-delivery,Total received quantity (150) exceeds ordered quantity (141).
PO1270,Total price discrepancy,Expected invoice amount (65160.33) does not match invoice amount (8409.19).
PO1271,ASN/GRN mismatch,ASN shipped quantity (689) does not match GRN received quantity (727).
PO1271,Over-delivery,Total received quantity (727) exceeds ordered quantity (88).
PO1271,Total price discrepancy,Expected invoice amount (29757.20) does not match invoice amount (4376.34).
PO1272,ASN/GRN mismatch,ASN shipped quantity (170) does not match GRN received quantity (266).
PO1272,Late delivery,Earliest received date (2025-07-30) is after the PO delivery date (2025-07-04).
PO1272,Over-delivery,Total received quantity (266) exceeds ordered quantity (172).
PO1272,Total price discrepancy,Expected invoice amount (9410.12) does not match invoice amount (9587.07).
PO1273,ASN/GRN mismatch,ASN shipped quantity (374) does not match GRN received quantity (682).
PO1273,Late delivery,Earliest received date (2025-07-28) is after the PO delivery date (2025-06-22).
PO1273,Over-delivery,Total received quantity (682) exceeds ordered quantity (138).
PO1273,Total price discrepancy,Expected invoice amount (32010.48) does not match invoice amount (1842.77).
PO1274,ASN/GRN mismatch,ASN shipped quantity (205) does not match GRN received quantity (225).
PO1274,Late delivery,Earliest received date (2025-07-28) is after the PO delivery date (2025-07-19).
PO1274,Over-delivery,Total received quantity (225) exceeds ordered quantity (125).
PO1274,Total price discrepancy,Expected invoice amount (47157.50) does not match invoice amount (5189.42).
PO1275,Missing GRN,No GRN record found for this PO.
PO1276,Missing GRN,No GRN record found for this PO.
PO1277,Missing GRN,No GRN record found for this PO.
PO1278,ASN/GRN mismatch,ASN shipped quantity (195) does not match GRN received quantity (93).
PO1278,Late delivery,Earliest received date (2025-08-12) is after the PO delivery date (2025-07-09).
PO1278,Total price discrepancy,Expected invoice amount (67124.72) does not match invoice amount (1733.54).
PO1278,Under-delivery,Total received quantity (93) is less than ordered quantity (158).
PO1279,Missing GRN,No GRN record found for this PO.
PO1280,Missing GRN,No GRN record found for this PO.
PO1281,Missing GRN,No GRN record found for this PO.
PO1282,ASN/GRN mismatch,ASN shipped quantity (421) does not match GRN received quantity (314).
PO1282,Over-delivery,Total received quantity (314) exceeds ordered quantity (51).
PO1282,Total price discrepancy,Expected invoice amount (7366.44) does not match invoice amount (4278.92).
PO1283,ASN/GRN mismatch,ASN shipped quantity (64) does not match GRN received quantity (69).
PO1283,Late delivery,Earliest received date (2025-08-07) is after the PO delivery date (2025-07-18).
PO1283,Total price discrepancy,Expected invoice amount (35298.12) does not match invoice amount (2791.97).
PO1283,Under-delivery,Total received quantity (69) is less than ordered quantity (78).
PO1284,Missing GRN,No GRN record found for this PO.
PO1285,Missing GRN,No GRN record found for this PO.
PO1286,Missing GRN,No GRN record found for this PO.
PO1287,ASN/GRN mismatch,ASN shipped quantity (311) does not match GRN received quantity (368).
PO1287,Late delivery,Earliest received date (2025-08-09) is after the PO delivery date (2025-07-10).
PO1287,Over-delivery,Total received quantity (368) exceeds ordered quantity (104).
PO1287,Total price discrepancy,Expected invoice amount (8589.36) does not match invoice amount (5386.20).
PO1288,ASN/GRN mismatch,ASN shipped quantity (241) does not match GRN received quantity (119).
PO1288,Over-delivery,Total received quantity (119) exceeds ordered quantity (112).
PO1288,Total price discrepancy,Expected invoice amount (43680.00) does not match invoice amount (4314.87).
PO1289,ASN/GRN mismatch,ASN shipped quantity (243) does not match GRN received quantity (260).
PO1289,Over-delivery,Total received quantity (260) exceeds ordered quantity (63).
PO1289,Total price discrepancy,Expected invoice amount (24418.17) does not match invoice amount (9073.69).
PO1290,ASN/GRN mismatch,ASN shipped quantity (287) does not match GRN received quantity (382).
PO1290,Late delivery,Earliest received date (2025-08-07) is after the PO delivery date (2025-05-26).
PO1290,Over-delivery,Total received quantity (382) exceeds ordered quantity (124).
PO1290,Total price discrepancy,Expected invoice amount (19413.44) does not match invoice amount (5445.57).
PO1291,ASN/GRN mismatch,ASN shipped quantity (45) does not match GRN received quantity (160).
PO1291,Late delivery,Earliest received date (2025-08-13) is after the PO delivery date (2025-05-25).
PO1291,Total price discrepancy,Expected invoice amount (76608.19) does not match invoice amount (6116.39).
PO1291,Under-delivery,Total received quantity (160) is less than ordered quantity (191).
PO1292,ASN/GRN mismatch,ASN shipped quantity (203) does not match GRN received quantity (479).
PO1292,Late delivery,Earliest received date (2025-07-30) is after the PO delivery date (2025-06-26).
PO1292,Over-delivery,Total received quantity (479) exceeds ordered quantity (128).
PO1292,Total price discrepancy,Expected invoice amount (34734.08) does not match invoice amount (5758.20).
PO1293,ASN/GRN mismatch,ASN shipped quantity (83) does not match GRN received quantity (140).
PO1293,Late delivery,Earliest received date (2025-08-07) is after the PO delivery date (2025-06-16).
PO1293,Total price discrepancy,Expected invoice amount (11387.25) does not match invoice amount (9508.17).
PO1293,Under-delivery,Total received quantity (140) is less than ordered quantity (189).
PO1294,ASN/GRN mismatch,ASN shipped quantity (182) does not match GRN received quantity (211).
PO1294,Late delivery,Earliest received date (2025-08-05) is after the PO delivery date (2025-06-22).
PO1294,Over-delivery,Total received quantity (211) exceeds ordered quantity (161).
PO1294,Total price discrepancy,Expected invoice amount (51328.41) does not match invoice amount (9403.49).
PO1295,Missing GRN,No GRN record found for this PO.
PO1296,ASN/GRN mismatch,ASN shipped quantity (149) does not match GRN received quantity (153).
PO1296,Late delivery,Earliest received date (2025-08-10) is after the PO delivery date (2025-07-25).
PO1296,Over-delivery,Total received quantity (153) exceeds ordered quantity (94).
PO1296,Total price discrepancy,Expected invoice amount (13431.66) does not match invoice amount (7804.25).
PO1297,ASN/GRN mismatch,ASN shipped quantity (61) does not match GRN received quantity (90).
PO1297,Late delivery,Earliest received date (2025-08-10) is after the PO delivery date (2025-07-21).
PO1297,Over-delivery,Total received quantity (90) exceeds ordered quantity (72).
PO1297,Total price discrepancy,Expected invoice amount (19534.32) does not match invoice amount (9709.83).
PO1298,ASN/GRN mismatch,ASN shipped quantity (261) does not match GRN received quantity (301).
PO1298,Late delivery,Earliest received date (2025-08-07) is after the PO delivery date (2025-07-06).
PO1298,Over-delivery,Total received quantity (301) exceeds ordered quantity (59).
PO1298,Total price discrepancy,Expected invoice amount (3217.27) does not match invoice amount (1944.73).
PO1299,ASN/GRN mismatch,ASN shipped quantity (172) does not match GRN received quantity (83).
PO1299,Late delivery,Earliest received date (2025-08-11) is after the PO delivery date (2025-08-01).
PO1299,Total price discrepancy,Expected invoice amount (65592.98) does not match invoice amount (5280.78).
PO1299,Under-delivery,Total received quantity (83) is less than ordered quantity (193).
PO1300,Missing GRN,No GRN record found for this PO.
PO1301,Missing GRN,No GRN record found for this PO.
PO1302,Missing GRN,No GRN record found for this PO.
PO1303,Missing GRN,No GRN record found for this PO.
PO1304,ASN/GRN mismatch,ASN shipped quantity (160) does not match GRN received quantity (47).
PO1304,Total price discrepancy,Expected invoice amount (55840.08) does not match invoice amount (6661.30).
PO1304,Under-delivery,Total received quantity (47) is less than ordered quantity (174).
PO1305,Missing GRN,No GRN record found for this PO.
PO1306,Missing GRN,No GRN record found for this PO.
PO1307,ASN/GRN mismatch,ASN shipped quantity (146) does not match GRN received quantity (86).
PO1307,Late delivery,Earliest received date (2025-07-29) is after the PO delivery date (2025-07-21).
PO1307,Over-delivery,Total received quantity (86) exceeds ordered quantity (76).
PO1307,Total price discrepancy,Expected invoice amount (21153.84) does not match invoice amount (2902.56).
PO1308,Missing GRN,No GRN record found for this PO.
PO1309,ASN/GRN mismatch,ASN shipped quantity (371) does not match GRN received quantity (227).
PO1309,Over-delivery,Total received quantity (227) exceeds ordered quantity (173).
PO1309,Total price discrepancy,Expected invoice amount (42251.79) does not match invoice amount (4509.20).
PO1310,Missing GRN,No GRN record found for this PO.
PO1311,ASN/GRN mismatch,ASN shipped quantity (329) does not match GRN received quantity (292).
PO1311,Late delivery,Earliest received date (2025-08-08) is after the PO delivery date (2025-06-28).
PO1311,Over-delivery,Total received quantity (292) exceeds ordered quantity (112).
PO1311,Total price discrepancy,Expected invoice amount (43638.56) does not match invoice amount (5546.12).
PO1312,ASN/GRN mismatch,ASN shipped quantity (369) does not match GRN received quantity (313).
PO1312,Over-delivery,Total received quantity (313) exceeds ordered quantity (158).
PO1312,Total price discrepancy,Expected invoice amount (62944.04) does not match invoice amount (4488.62).
PO1313,ASN/GRN mismatch,ASN shipped quantity (74) does not match GRN received quantity (43).
PO1313,Late delivery,Earliest received date (2025-08-06) is after the PO delivery date (2025-07-12).
PO1313,Total price discrepancy,Expected invoice amount (37044.00) does not match invoice amount (5573.22).
PO1313,Under-delivery,Total received quantity (43) is less than ordered quantity (120).
PO1314,ASN/GRN mismatch,ASN shipped quantity (446) does not match GRN received quantity (406).
PO1314,Over-delivery,Total received quantity (406) exceeds ordered quantity (149).
PO1314,Total price discrepancy,Expected invoice amount (9476.40) does not match invoice amount (6819.37).
PO1315,Missing GRN,No GRN record found for this PO.
PO1316,ASN/GRN mismatch,ASN shipped quantity (141) does not match GRN received quantity (71).
PO1316,Late delivery,Earliest received date (2025-07-31) is after the PO delivery date (2025-07-16).
